id,window_time,action_stats,age_stats,gender_stats,province_stats,avg_delay,created_at
4500,2025-06-28 17:09:00,{},{},{},{},0.0,2025-06-28 17:09:08
4501,2025-06-28 17:09:00,"{""0"": 3}","{""2"": 1, ""6"": 2}","{""1"": 3}","{""四川"": 1, ""江苏"": 1, ""上海市"": 1}",-11083851.61,2025-06-28 17:09:09
4483,2025-06-28 17:08:50,"{""0"": 6, ""2"": 1, ""3"": 2}","{""0"": 2, ""1"": 1, ""2"": 2, ""3"": 1, ""5"": 2, ""6"": 1}","{""0"": 4, ""1"": 3, ""2"": 2}","{""宁夏"": 1, ""安徽"": 1, ""山西"": 1, ""河北"": 1, ""浙江"": 1, ""甘肃"": 1, ""辽宁"": 1, ""北京市"": 1, ""重庆市"": 1}",-3864668.83,2025-06-28 17:08:51
4484,2025-06-28 17:08:50,"{""0"": 8, ""2"": 1}","{""2"": 1, ""4"": 2, ""5"": 1, ""6"": 4, ""7"": 1}","{""0"": 4, ""1"": 4, ""2"": 1}","{""安徽"": 1, ""山东"": 1, ""广西"": 2, ""江苏"": 1, ""陕西"": 1, ""香港"": 1, ""内蒙古"": 2}",-5083868.4,2025-06-28 17:08:53
4485,2025-06-28 17:08:50,"{""0"": 6, ""3"": 4}","{""2"": 1, ""3"": 3, ""4"": 2, ""6"": 3, ""7"": 1}","{""0"": 3, ""1"": 3, ""2"": 4}","{""吉林"": 1, ""宁夏"": 1, ""江西"": 1, ""湖南"": 1, ""澳门"": 1, ""贵州"": 1, ""天津市"": 1, ""重庆市"": 1, ""黑龙江"": 2}",-3912666.62,2025-06-28 17:08:53
4486,2025-06-28 17:08:50,"{""0"": 7, ""3"": 3}","{""0"": 1, ""1"": 3, ""2"": 2, ""4"": 1, ""5"": 2, ""7"": 1}","{""0"": 4, ""1"": 1, ""2"": 5}","{""安徽"": 1, ""山东"": 1, ""山西"": 1, ""广西"": 1, ""新疆"": 1, ""江苏"": 1, ""湖北"": 1, ""青海"": 1, ""内蒙古"": 1, ""北京市"": 1}",-3014106.49,2025-06-28 17:08:54
4487,2025-06-28 17:08:50,"{""0"": 10}","{""1"": 1, ""2"": 5, ""3"": 2, ""4"": 1, ""5"": 1}","{""0"": 3, ""1"": 2, ""2"": 5}","{""四川"": 1, ""广东"": 1, ""河南"": 1, ""浙江"": 1, ""湖北"": 1, ""西藏"": 2, ""贵州"": 1, ""青海"": 1, ""天津市"": 1}",-2357465.4,2025-06-28 17:08:54
4488,2025-06-28 17:08:50,"{""0"": 7, ""3"": 3}","{""1"": 3, ""2"": 3, ""3"": 3, ""7"": 1}","{""0"": 3, ""1"": 2, ""2"": 5}","{""山东"": 1, ""江苏"": 1, ""澳门"": 2, ""甘肃"": 1, ""辽宁"": 1, ""陕西"": 1, ""内蒙古"": 1, ""重庆市"": 2}",-3031383.81,2025-06-28 17:08:56
4489,2025-06-28 17:08:50,"{""0"": 7, ""3"": 3}","{""2"": 4, ""3"": 1, ""5"": 3, ""6"": 2}","{""0"": 3, ""1"": 6, ""2"": 1}","{""吉林"": 2, ""广东"": 1, ""江苏"": 1, ""海南"": 1, ""香港"": 1, ""内蒙古"": 1, ""北京市"": 3}",-1968663.42,2025-06-28 17:08:58
4490,2025-06-28 17:08:50,"{""0"": 5, ""2"": 1, ""3"": 1}","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 3, ""7"": 1}","{""0"": 2, ""1"": 3, ""2"": 2}","{""广西"": 1, ""湖南"": 1, ""澳门"": 1, ""福建"": 2, ""上海市"": 1, ""天津市"": 1}",-6949004.47,2025-06-28 17:08:58
4491,2025-06-28 17:08:50,"{""0"": 5, ""2"": 4, ""3"": 1}","{""1"": 2, ""3"": 1, ""4"": 1, ""5"": 2, ""6"": 2, ""7"": 2}","{""0"": 4, ""1"": 1, ""2"": 5}","{""宁夏"": 1, ""安徽"": 1, ""江西"": 2, ""河北"": 1, ""河南"": 1, ""浙江"": 1, ""甘肃"": 1, ""陕西"": 1, ""天津市"": 1}",-6340501.37,2025-06-28 17:08:59
4492,2025-06-28 17:08:50,"{""0"": 7, ""2"": 1, ""3"": 1}","{""1"": 3, ""2"": 2, ""3"": 1, ""5"": 1, ""6"": 1, ""7"": 1}","{""0"": 2, ""1"": 5, ""2"": 2}","{""安徽"": 1, ""山西"": 1, ""新疆"": 1, ""河北"": 1, ""澳门"": 1, ""福建"": 1, ""辽宁"": 1, ""青海"": 1, ""上海市"": 1}",-10431060.4,2025-06-28 17:08:59
4473,2025-06-28 17:08:40,"{""0"": 7}","{""0"": 2, ""1"": 1, ""2"": 1, ""5"": 1, ""6"": 1, ""7"": 1}","{""1"": 3, ""2"": 4}","{""吉林"": 1, ""新疆"": 1, ""湖北"": 1, ""甘肃"": 1, ""贵州"": 1, ""天津市"": 1, ""重庆市"": 1}",-4875421.99,2025-06-28 17:08:41
4474,2025-06-28 17:08:40,"{""0"": 5}","{""0"": 2, ""7"": 3}","{""0"": 1, ""1"": 1, ""2"": 3}","{""台湾"": 1, ""河南"": 1, ""浙江"": 1, ""上海市"": 1, ""黑龙江"": 1}",-11222118.62,2025-06-28 17:08:41
4475,2025-06-28 17:08:40,"{""0"": 8}","{""1"": 1, ""3"": 3, ""4"": 1, ""6"": 1, ""7"": 2}","{""1"": 5, ""2"": 3}","{""安徽"": 1, ""新疆"": 1, ""江西"": 1, ""湖南"": 1, ""福建"": 1, ""贵州"": 1, ""辽宁"": 1, ""重庆市"": 1}",-11397076.88,2025-06-28 17:08:43
4476,2025-06-28 17:08:40,"{""0"": 3}","{""6"": 2, ""7"": 1}","{""1"": 2, ""2"": 1}","{""台湾"": 1, ""湖北"": 1, ""贵州"": 1}",-11688676.62,2025-06-28 17:08:43
4477,2025-06-28 17:08:40,"{""0"": 6, ""2"": 1, ""3"": 1}","{""0"": 2, ""1"": 2, ""2"": 1, ""3"": 1, ""5"": 1, ""6"": 1}","{""0"": 3, ""1"": 2, ""2"": 3}","{""台湾"": 2, ""四川"": 1, ""广东"": 1, ""江苏"": 2, ""湖北"": 1, ""湖南"": 1}",-11688675.56,2025-06-28 17:08:44
4478,2025-06-28 17:08:40,"{""0"": 9}","{""0"": 2, ""1"": 1, ""3"": 2, ""5"": 2, ""6"": 1, ""7"": 1}","{""0"": 4, ""1"": 4, ""2"": 1}","{""台湾"": 1, ""吉林"": 1, ""山西"": 1, ""广西"": 1, ""河北"": 1, ""澳门"": 1, ""青海"": 1, ""北京市"": 2}",-9163874.22,2025-06-28 17:08:46
4479,2025-06-28 17:08:40,"{""0"": 5}","{""1"": 1, ""2"": 2, ""3"": 1, ""6"": 1}","{""0"": 2, ""2"": 3}","{""云南"": 1, ""江苏"": 1, ""海南"": 1, ""湖北"": 1, ""甘肃"": 1}",-3497953.62,2025-06-28 17:08:46
4480,2025-06-28 17:08:40,"{""0"": 4}","{""0"": 3, ""1"": 1}","{""0"": 1, ""1"": 2, ""2"": 1}","{""台湾"": 1, ""西藏"": 1, ""内蒙古"": 1, ""北京市"": 1}",-7368671.63,2025-06-28 17:08:48
4481,2025-06-28 17:08:40,"{""0"": 4, ""2"": 4, ""3"": 1}","{""0"": 1, ""2"": 2, ""3"": 2, ""5"": 2, ""6"": 1, ""7"": 1}","{""1"": 4, ""2"": 5}","{""云南"": 1, ""新疆"": 1, ""江西"": 1, ""湖北"": 1, ""澳门"": 1, ""甘肃"": 1, ""辽宁"": 1, ""陕西"": 1, ""青海"": 1}",-8539871.62,2025-06-28 17:08:48
4482,2025-06-28 17:08:40,"{""0"": 5, ""2"": 2, ""3"": 2}","{""0"": 1, ""1"": 2, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1, ""7"": 2}","{""0"": 3, ""1"": 4, ""2"": 2}","{""云南"": 1, ""台湾"": 1, ""安徽"": 1, ""山东"": 1, ""广西"": 1, ""海南"": 1, ""贵州"": 1, ""上海市"": 1, ""重庆市"": 1}",-5227870.41,2025-06-28 17:08:49
4463,2025-06-28 17:08:30,"{""0"": 9}","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""5"": 2, ""6"": 3}","{""0"": 3, ""1"": 2, ""2"": 4}","{""云南"": 1, ""吉林"": 1, ""江西"": 1, ""河南"": 1, ""浙江"": 1, ""澳门"": 2, ""贵州"": 1, ""上海市"": 1}",-9826289.61,2025-06-28 17:08:31
4464,2025-06-28 17:08:30,"{""0"": 10}","{""1"": 2, ""2"": 1, ""4"": 4, ""5"": 1, ""7"": 2}","{""0"": 2, ""1"": 4, ""2"": 4}","{""四川"": 2, ""河北"": 1, ""河南"": 1, ""浙江"": 1, ""澳门"": 1, ""福建"": 1, ""辽宁"": 1, ""青海"": 1, ""黑龙江"": 1}",-6919408.62,2025-06-28 17:08:31
4465,2025-06-28 17:08:30,"{""0"": 10}","{""0"": 1, ""1"": 2, ""2"": 1, ""4"": 1, ""6"": 2, ""7"": 3}","{""0"": 4, ""1"": 1, ""2"": 5}","{""宁夏"": 1, ""广东"": 1, ""广西"": 1, ""湖北"": 1, ""湖南"": 1, ""福建"": 2, ""北京市"": 1, ""黑龙江"": 2}",-11222127.42,2025-06-28 17:08:33
4466,2025-06-28 17:08:30,"{""0"": 7, ""2"": 3}","{""1"": 3, ""2"": 2, ""3"": 1, ""5"": 1, ""6"": 3}","{""0"": 7, ""1"": 2, ""2"": 1}","{""宁夏"": 1, ""山西"": 1, ""广东"": 1, ""新疆"": 1, ""河南"": 1, ""甘肃"": 1, ""贵州"": 1, ""辽宁"": 1, ""香港"": 1, ""重庆市"": 1}",-7792046.62,2025-06-28 17:08:33
4467,2025-06-28 17:08:30,"{""0"": 9}","{""1"": 1, ""2"": 1, ""3"": 3, ""4"": 1, ""5"": 2, ""6"": 1}","{""0"": 3, ""1"": 3, ""2"": 3}","{""台湾"": 1, ""四川"": 2, ""山东"": 1, ""广西"": 1, ""江苏"": 1, ""浙江"": 1, ""海南"": 1, ""福建"": 1}",-5871085.81,2025-06-28 17:08:34
4468,2025-06-28 17:08:30,"{""0"": 6, ""3"": 1}","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""6"": 1, ""7"": 2}","{""0"": 2, ""1"": 2, ""2"": 3}","{""安徽"": 1, ""广东"": 1, ""贵州"": 1, ""上海市"": 1, ""北京市"": 1, ""重庆市"": 1, ""黑龙江"": 1}",-5430856.32,2025-06-28 17:08:36
4469,2025-06-28 17:08:30,"{""0"": 7}","{""1"": 1, ""2"": 2, ""3"": 1, ""4"": 1, ""6"": 1, ""7"": 1}","{""0"": 2, ""1"": 2, ""2"": 3}","{""台湾"": 1, ""宁夏"": 1, ""江苏"": 1, ""澳门"": 1, ""陕西"": 1, ""北京市"": 2}",-7899426.47,2025-06-28 17:08:36
4470,2025-06-28 17:08:30,"{""0"": 4}","{""3"": 2, ""5"": 2}","{""0"": 3, ""1"": 1}","{""江西"": 1, ""湖南"": 1, ""贵州"": 1, ""重庆市"": 1}",-5338281.63,2025-06-28 17:08:38
4471,2025-06-28 17:08:30,"{""0"": 7, ""3"": 1}","{""0"": 1, ""1"": 4, ""3"": 1, ""7"": 2}","{""0"": 4, ""1"": 2, ""2"": 2}","{""云南"": 1, ""吉林"": 2, ""安徽"": 2, ""浙江"": 1, ""香港"": 1, ""重庆市"": 1}",-6072681.62,2025-06-28 17:08:38
4472,2025-06-28 17:08:30,"{""0"": 1}","{""5"": 1}","{""1"": 1}","{""河南"": 1}",-5208681.61,2025-06-28 17:08:39
4453,2025-06-28 17:08:20,"{""0"": 10}","{""0"": 2, ""1"": 1, ""2"": 2, ""4"": 1, ""5"": 3, ""6"": 1}","{""0"": 4, ""1"": 4, ""2"": 2}","{""安徽"": 1, ""山东"": 1, ""新疆"": 1, ""河南"": 1, ""浙江"": 1, ""湖南"": 1, ""澳门"": 1, ""西藏"": 1, ""辽宁"": 1, ""天津市"": 1}",-9485500.22,2025-06-28 17:08:21
4454,2025-06-28 17:08:20,"{""0"": 10}","{""0"": 1, ""1"": 1, ""2"": 2, ""3"": 2, ""4"": 1, ""5"": 1, ""7"": 2}","{""0"": 5, ""1"": 2, ""2"": 3}","{""台湾"": 1, ""吉林"": 1, ""广东"": 1, ""广西"": 1, ""浙江"": 1, ""海南"": 3, ""北京市"": 1, ""天津市"": 1}",-11343098.62,2025-06-28 17:08:21
4455,2025-06-28 17:08:20,"{""0"": 10}","{""0"": 1, ""1"": 2, ""2"": 1, ""3"": 3, ""5"": 2, ""7"": 1}","{""0"": 2, ""1"": 7, ""2"": 1}","{""台湾"": 2, ""吉林"": 2, ""宁夏"": 1, ""山西"": 1, ""江苏"": 1, ""河南"": 1, ""辽宁"": 1, ""青海"": 1}",-10263097.82,2025-06-28 17:08:23
4456,2025-06-28 17:08:20,"{""0"": 10}","{""1"": 2, ""3"": 1, ""5"": 2, ""6"": 2, ""7"": 3}","{""0"": 4, ""1"": 1, ""2"": 5}","{""广西"": 1, ""新疆"": 1, ""河南"": 1, ""海南"": 1, ""福建"": 2, ""内蒙古"": 1, ""北京市"": 2, ""重庆市"": 1}",-7411896.62,2025-06-28 17:08:23
4457,2025-06-28 17:08:20,"{""0"": 5}","{""2"": 1, ""3"": 3, ""6"": 1}","{""1"": 3, ""2"": 2}","{""山东"": 1, ""广东"": 1, ""浙江"": 1, ""辽宁"": 1, ""天津市"": 1}",-6591096.37,2025-06-28 17:08:24
4458,2025-06-28 17:08:20,"{""0"": 9}","{""1"": 2, ""3"": 1, ""4"": 2, ""5"": 2, ""6"": 2}","{""0"": 1, ""1"": 2, ""2"": 6}","{""山西"": 1, ""广东"": 1, ""广西"": 1, ""江苏"": 1, ""海南"": 1, ""澳门"": 1, ""西藏"": 1, ""陕西"": 1, ""黑龙江"": 1}",-9509495.0,2025-06-28 17:08:26
4459,2025-06-28 17:08:20,"{""0"": 5, ""2"": 1, ""3"": 2}","{""1"": 3, ""2"": 1, ""3"": 2, ""4"": 1, ""7"": 1}","{""0"": 3, ""1"": 2, ""2"": 3}","{""安徽"": 1, ""新疆"": 1, ""江苏"": 1, ""河北"": 1, ""海南"": 1, ""福建"": 1, ""重庆市"": 1, ""黑龙江"": 1}",-10198293.62,2025-06-28 17:08:26
4460,2025-06-28 17:08:20,"{""0"": 6, ""2"": 1, ""3"": 3}","{""1"": 1, ""2"": 1, ""3"": 2, ""4"": 4, ""5"": 1, ""7"": 1}","{""0"": 2, ""1"": 4, ""2"": 4}","{""云南"": 1, ""四川"": 1, ""宁夏"": 1, ""山西"": 2, ""湖北"": 1, ""湖南"": 1, ""贵州"": 1, ""青海"": 1, ""内蒙古"": 1}",-9001652.62,2025-06-28 17:08:28
4461,2025-06-28 17:08:20,"{""0"": 3, ""3"": 1}","{""0"": 1, ""4"": 1, ""7"": 2}","{""0"": 1, ""1"": 2, ""2"": 1}","{""宁夏"": 1, ""广东"": 1, ""西藏"": 1, ""陕西"": 1}",-8383891.62,2025-06-28 17:08:28
4462,2025-06-28 17:08:20,"{""0"": 1, ""3"": 1}","{""6"": 1, ""7"": 1}","{""2"": 2}","{""海南"": 1, ""湖南"": 1}",-7800691.01,2025-06-28 17:08:29
4443,2025-06-28 17:08:10,"{""0"": 10}","{""0"": 3, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 2, ""5"": 1, ""6"": 1}","{""0"": 2, ""1"": 7, ""2"": 1}","{""云南"": 2, ""四川"": 1, ""宁夏"": 1, ""广西"": 2, ""新疆"": 1, ""辽宁"": 1, ""陕西"": 1, ""青海"": 1}",-11688710.22,2025-06-28 17:08:11
4444,2025-06-28 17:08:10,"{""0"": 7, ""2"": 3}","{""1"": 2, ""2"": 4, ""4"": 1, ""5"": 2, ""7"": 1}","{""0"": 5, ""1"": 2, ""2"": 3}","{""云南"": 1, ""吉林"": 1, ""广西"": 1, ""河北"": 1, ""海南"": 1, ""湖南"": 1, ""福建"": 1, ""上海市"": 2, ""内蒙古"": 1}",-11498628.62,2025-06-28 17:08:11
4445,2025-06-28 17:08:10,"{""0"": 7}","{""0"": 2, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1}","{""0"": 3, ""1"": 2, ""2"": 2}","{""吉林"": 1, ""山东"": 1, ""河南"": 1, ""浙江"": 1, ""贵州"": 1, ""内蒙古"": 2}",-9195451.46,2025-06-28 17:08:13
4446,2025-06-28 17:08:10,"{""0"": 10}","{""1"": 1, ""2"": 3, ""4"": 2, ""6"": 3, ""7"": 1}","{""0"": 2, ""1"": 6, ""2"": 2}","{""云南"": 1, ""宁夏"": 1, ""山东"": 2, ""山西"": 2, ""广东"": 1, ""贵州"": 1, ""香港"": 1, ""黑龙江"": 1}",-6176386.6,2025-06-28 17:08:13
4447,2025-06-28 17:08:10,"{""0"": 9, ""3"": 1}","{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 1, ""6"": 2, ""7"": 1}","{""0"": 5, ""1"": 4, ""2"": 1}","{""云南"": 1, ""安徽"": 1, ""湖南"": 1, ""甘肃"": 1, ""福建"": 1, ""辽宁"": 1, ""香港"": 1, ""上海市"": 1, ""天津市"": 1, ""黑龙江"": 1}",-8699266.34,2025-06-28 17:08:14
4448,2025-06-28 17:08:10,"{""0"": 10}","{""0"": 3, ""3"": 1, ""4"": 1, ""6"": 4, ""7"": 1}","{""0"": 3, ""1"": 4, ""2"": 3}","{""宁夏"": 1, ""安徽"": 1, ""山东"": 1, ""江西"": 1, ""河南"": 2, ""海南"": 1, ""西藏"": 1, ""贵州"": 1, ""内蒙古"": 1}",-8517825.4,2025-06-28 17:08:14
4449,2025-06-28 17:08:10,"{""0"": 10}","{""0"": 1, ""2"": 1, ""4"": 3, ""5"": 1, ""6"": 4}","{""0"": 5, ""1"": 2, ""2"": 3}","{""山西"": 1, ""广西"": 1, ""河北"": 1, ""河南"": 3, ""福建"": 1, ""香港"": 1, ""内蒙古"": 2}",-9658303.63,2025-06-28 17:08:16
4450,2025-06-28 17:08:10,"{""0"": 5, ""2"": 5}","{""0"": 1, ""2"": 2, ""3"": 1, ""4"": 2, ""5"": 1, ""6"": 2, ""7"": 1}","{""0"": 3, ""1"": 2, ""2"": 5}","{""吉林"": 1, ""四川"": 1, ""安徽"": 1, ""浙江"": 1, ""福建"": 3, ""西藏"": 1, ""天津市"": 1, ""黑龙江"": 1}",-11688703.02,2025-06-28 17:08:18
4451,2025-06-28 17:08:10,"{""0"": 10}","{""1"": 4, ""2"": 1, ""4"": 2, ""6"": 2, ""7"": 1}","{""0"": 1, ""1"": 3, ""2"": 6}","{""云南"": 1, ""四川"": 1, ""宁夏"": 1, ""山西"": 1, ""新疆"": 1, ""江苏"": 1, ""江西"": 1, ""天津市"": 1, ""重庆市"": 1, ""黑龙江"": 1}",-4569341.62,2025-06-28 17:08:18
4452,2025-06-28 17:08:10,"{""0"": 10}","{""1"": 2, ""2"": 1, ""3"": 1, ""5"": 2, ""6"": 1, ""7"": 3}","{""0"": 5, ""1"": 3, ""2"": 2}","{""台湾"": 1, ""宁夏"": 1, ""安徽"": 1, ""广西"": 2, ""浙江"": 1, ""福建"": 1, ""青海"": 1, ""内蒙古"": 1, ""北京市"": 1}",-4534781.25,2025-06-28 17:08:19
4434,2025-06-28 17:08:00,"{""0"": 10}","{""0"": 4, ""2"": 1, ""3"": 1, ""4"": 2, ""5"": 1, ""6"": 1}","{""0"": 5, ""1"": 2, ""2"": 3}","{""吉林"": 1, ""广西"": 1, ""江西"": 1, ""河北"": 1, ""浙江"": 1, ""湖北"": 1, ""甘肃"": 1, ""西藏"": 1, ""贵州"": 2}",-6072718.98,2025-06-28 17:08:01
4435,2025-06-28 17:08:00,"{""0"": 10}","{""0"": 1, ""1"": 1, ""2"": 3, ""3"": 2, ""4"": 3}","{""0"": 3, ""1"": 3, ""2"": 4}","{""吉林"": 1, ""山西"": 1, ""河南"": 1, ""浙江"": 1, ""湖北"": 1, ""澳门"": 1, ""甘肃"": 1, ""陕西"": 1, ""北京市"": 1, ""重庆市"": 1}",-6798478.62,2025-06-28 17:08:01
4436,2025-06-28 17:08:00,"{""0"": 10}","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 3, ""5"": 1, ""7"": 2}","{""0"": 3, ""1"": 5, ""2"": 2}","{""宁夏"": 1, ""广西"": 1, ""江西"": 1, ""河南"": 1, ""海南"": 2, ""辽宁"": 1, ""上海市"": 2, ""重庆市"": 1}",-10807436.63,2025-06-28 17:08:03
4437,2025-06-28 17:08:00,"{""0"": 10}","{""0"": 1, ""1"": 1, ""2"": 2, ""3"": 1, ""4"": 1, ""5"": 1, ""7"": 3}","{""0"": 2, ""1"": 4, ""2"": 4}","{""宁夏"": 1, ""山东"": 1, ""江西"": 1, ""湖北"": 1, ""湖南"": 2, ""辽宁"": 1, ""香港"": 1, ""内蒙古"": 1, ""重庆市"": 1}",-11377676.5,2025-06-28 17:08:04
4438,2025-06-28 17:08:00,"{""0"": 9, ""2"": 1}","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 2, ""4"": 1, ""5"": 1, ""6"": 1, ""7"": 2}","{""0"": 8, ""1"": 1, ""2"": 1}","{""台湾"": 2, ""山东"": 1, ""新疆"": 1, ""江西"": 1, ""澳门"": 1, ""福建"": 1, ""陕西"": 1, ""青海"": 1, ""香港"": 1}",-8370955.39,2025-06-28 17:08:04
4439,2025-06-28 17:08:00,"{""0"": 10}","{""0"": 1, ""2"": 1, ""3"": 2, ""4"": 2, ""6"": 2, ""7"": 2}","{""0"": 6, ""1"": 3, ""2"": 1}","{""安徽"": 1, ""山东"": 1, ""广东"": 1, ""新疆"": 1, ""西藏"": 1, ""陕西"": 1, ""北京市"": 1, ""重庆市"": 1, ""黑龙江"": 2}",-5364233.8,2025-06-28 17:08:06
4440,2025-06-28 17:08:00,"{""0"": 10}","{""0"": 1, ""1"": 2, ""2"": 3, ""3"": 1, ""4"": 2, ""5"": 1}","{""0"": 3, ""1"": 3, ""2"": 4}","{""广西"": 1, ""江西"": 1, ""河南"": 2, ""浙江"": 1, ""湖北"": 1, ""贵州"": 1, ""天津市"": 1, ""重庆市"": 1, ""黑龙江"": 1}",-11688713.22,2025-06-28 17:08:08
4441,2025-06-28 17:08:00,"{""0"": 10}","{""0"": 3, ""1"": 1, ""3"": 1, ""4"": 3, ""6"": 1, ""7"": 1}","{""0"": 6, ""1"": 2, ""2"": 2}","{""安徽"": 1, ""江苏"": 1, ""甘肃"": 1, ""福建"": 3, ""西藏"": 1, ""贵州"": 1, ""香港"": 2}",-11688711.61,2025-06-28 17:08:08
4442,2025-06-28 17:08:00,"{""0"": 10}","{""2"": 6, ""4"": 1, ""5"": 2, ""7"": 1}","{""0"": 4, ""1"": 5, ""2"": 1}","{""吉林"": 1, ""山西"": 1, ""广东"": 1, ""新疆"": 1, ""江苏"": 1, ""海南"": 1, ""甘肃"": 2, ""贵州"": 1, ""黑龙江"": 1}",-11688711.36,2025-06-28 17:08:09
4424,2025-06-28 17:07:50,"{""0"": 7, ""2"": 2, ""3"": 1}","{""0"": 1, ""1"": 4, ""2"": 1, ""4"": 3, ""5"": 1}","{""0"": 4, ""1"": 1, ""2"": 5}","{""云南"": 1, ""台湾"": 1, ""宁夏"": 1, ""江西"": 1, ""河北"": 1, ""浙江"": 1, ""湖南"": 1, ""香港"": 1, ""上海市"": 1, ""北京市"": 1}",-11688729.51,2025-06-28 17:07:51
4425,2025-06-28 17:07:50,"{""0"": 10}","{""0"": 3, ""1"": 1, ""2"": 1, ""4"": 1, ""5"": 2, ""7"": 2}","{""0"": 6, ""1"": 2, ""2"": 2}","{""台湾"": 2, ""山西"": 1, ""湖北"": 1, ""西藏"": 1, ""陕西"": 1, ""青海"": 1, ""香港"": 1, ""内蒙古"": 1, ""北京市"": 1}",-10781528.62,2025-06-28 17:07:51
4426,2025-06-28 17:07:50,"{""0"": 10}","{""0"": 2, ""2"": 4, ""6"": 3, ""7"": 1}","{""0"": 3, ""1"": 6, ""2"": 1}","{""山东"": 1, ""海南"": 1, ""湖北"": 1, ""澳门"": 1, ""甘肃"": 2, ""贵州"": 1, ""陕西"": 1, ""青海"": 1, ""北京市"": 1}",-5701207.03,2025-06-28 17:07:53
4427,2025-06-28 17:07:50,"{""0"": 10}","{""0"": 1, ""1"": 3, ""2"": 3, ""6"": 2, ""7"": 1}","{""0"": 4, ""1"": 3, ""2"": 3}","{""云南"": 1, ""吉林"": 1, ""安徽"": 1, ""山西"": 1, ""江苏"": 1, ""河南"": 1, ""湖北"": 1, ""贵州"": 1, ""上海市"": 1, ""黑龙江"": 1}",-3567126.62,2025-06-28 17:07:53
4428,2025-06-28 17:07:50,"{""0"": 10}","{""1"": 3, ""2"": 1, ""3"": 1, ""4"": 3, ""5"": 1, ""7"": 1}","{""0"": 2, ""1"": 2, ""2"": 6}","{""台湾"": 1, ""山西"": 1, ""广西"": 2, ""河北"": 1, ""西藏"": 1, ""辽宁"": 1, ""陕西"": 1, ""北京市"": 1, ""天津市"": 1}",-3567125.65,2025-06-28 17:07:54
4429,2025-06-28 17:07:50,"{""0"": 10}","{""1"": 3, ""2"": 1, ""3"": 1, ""5"": 1, ""6"": 1, ""7"": 3}","{""0"": 6, ""1"": 3, ""2"": 1}","{""四川"": 1, ""山东"": 2, ""新疆"": 1, ""江西"": 1, ""澳门"": 1, ""甘肃"": 1, ""陕西"": 1, ""香港"": 1, ""上海市"": 1}",-1960084.16,2025-06-28 17:07:56
4430,2025-06-28 17:07:50,"{""0"": 9, ""3"": 1}","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 2, ""6"": 2, ""7"": 2}","{""0"": 3, ""1"": 4, ""2"": 3}","{""安徽"": 1, ""河北"": 1, ""甘肃"": 1, ""福建"": 1, ""青海"": 1, ""香港"": 1, ""北京市"": 1, ""天津市"": 1, ""重庆市"": 1, ""黑龙江"": 1}",-7627923.62,2025-06-28 17:07:56
4431,2025-06-28 17:07:50,"{""0"": 9, ""3"": 1}","{""2"": 1, ""4"": 2, ""5"": 2, ""6"": 3, ""7"": 2}","{""0"": 4, ""1"": 2, ""2"": 4}","{""云南"": 1, ""四川"": 1, ""广西"": 1, ""江苏"": 1, ""江西"": 1, ""河南"": 1, ""浙江"": 1, ""福建"": 1, ""贵州"": 1, ""天津市"": 1}",-4344721.82,2025-06-28 17:07:58
4432,2025-06-28 17:07:50,"{""0"": 9, ""2"": 1}","{""1"": 5, ""2"": 1, ""4"": 2, ""5"": 1, ""6"": 1}","{""0"": 4, ""1"": 4, ""2"": 2}","{""宁夏"": 2, ""安徽"": 1, ""山西"": 1, ""江西"": 1, ""湖南"": 1, ""甘肃"": 1, ""西藏"": 1, ""贵州"": 1, ""内蒙古"": 1}",-7005841.61,2025-06-28 17:07:58
4433,2025-06-28 17:07:50,"{""0"": 9, ""3"": 1}","{""1"": 2, ""2"": 2, ""3"": 4, ""4"": 2}","{""0"": 2, ""1"": 3, ""2"": 5}","{""福建"": 1, ""西藏"": 1, ""贵州"": 1, ""陕西"": 1, ""上海市"": 1, ""内蒙古"": 1, ""北京市"": 2, ""重庆市"": 2}",-8180880.41,2025-06-28 17:07:59
4414,2025-06-28 17:07:40,"{""0"": 10}","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 2, ""4"": 2, ""5"": 1, ""6"": 1, ""7"": 1}","{""0"": 2, ""1"": 4, ""2"": 4}","{""安徽"": 2, ""山东"": 1, ""山西"": 1, ""广东"": 1, ""新疆"": 1, ""湖南"": 1, ""甘肃"": 2, ""天津市"": 1}",-11602339.87,2025-06-28 17:07:41
